14.96 13.669 11.699 10.423 10.423 10.423 9.4056 9.4056 9.4056 5.6336 1.6262 1.6896 1.2846 1.5438 1.8402 1.5956 3.7104 3.1993 3.2448 2.7462
12.852 13.661 10.573 9.0339 9.0339 9.0339 9.2656 9.2656 9.2656 6.6003 1.0748 1.7295 1.4544 1.5198 1.1214 1.6756 4.3909 2.459 2.0083 3.4206
14.403 15.213 10.409 9.0355 9.0355 9.0355 10.111 10.111 10.111 3.6992 1.4232 1.7499 1.6581 1.592 1.6104 1.2725 4.1903 2.9122 3.1891 3.6998
13.191 9.3046 9.2241 10.177 10.177 10.177 8.0262 8.0262 8.0262 6.2127 1.3763 1.2943 1.4516 1.3079 1.1092 1.3149 2.9437 3.6516 3.2169 3.2411
13.757 9.6697 6.9156 10.092 10.092 10.092 10.803 10.803 10.803 6.4464 1.3273 1.5796 1.1219 1.2769 1.5814 1.4652 1.637 2.8829 2.403 2.3025
13.631 11.051 6.0632 11.089 11.089 11.089 9.6777 9.6777 9.6777 6.2188 1.7076 1.1244 1.275 1.5545 1.4465 1.6284 1.5016 2.5399 1.7712 4.0115
14.269 10.143 3.9943 10.645 10.645 10.645 10.112 10.36 10.36 5.3413 1.1137 1.3405 1.4209 1.5649 2.2 1.4498 1.5241 2.9436 3.1003 2.879
12.244 9.7607 7.8784 9.5028 9.5028 10.112 10.112 12.156 8.7173 3.9539 1.8367 1.3385 0.93665 1.396 1.739 1.5907 1.5251 2.9159 3.8223 2.6267
14.718 10.695 4.7303 8.2807 8.4379 10.112 10.112 12.156 5.9685 6.0099 1.1577 1.6447 1.8229 1.3292 1.3365 1.8093 1.3093 1.647 2.4618 3.1563
12.024 9.3289 5.4725 8.6354 8.4379 8.4379 10.135 11.927 5.9917 6.0854 1.2831 1.8849 1.1641 2.0084 1.3688 1.388 1.2512 1.4895 1.6991 2.9707
13.803 8.9535 7.1 9.3852 11.012 11.41 10.451 4.7665 7.0223 5.0816 1.4899 1.3294 1.6026 1.1729 1.4137 1.7779 1.0661 1.4885 2.9373 3.176
14.265 9.0847 5.2856 12.813 11.107 5.2416 5.7991 5.6034 6.7668 1.7813 0.64551 0.34632 0.33457 0.61037 0.29866 0.7599 2.2484 1.4189 2.8623 2.6629
14.872 10.049 10.579 7.2766 6.5425 4.1703 6.1618 4.0361 3.4598 2.7051 0.44935 0.63725 0.54417 0.56191 0.4726 0.24597 1.1445 1.5841 3.8255 3.5807
13.41 10.742 9.4348 10.049 6.5546 5.9833 4.5127 4.5002 2.7058 3.4134 0.30495 0.54159 0.42427 0.46775 0.38476 0.4794 1.7216 1.6441 1.3825 3.4871
13.735 12.127 9.4241 10.306 7.1944 6.8039 5.4021 3.4308 2.7098 1.981 0.86971 0.33906 0.4952 0.18621 0.21029 0.37993 1.3946 1.5522 1.5273 2.7037
15.017 10.897 10.499 10.834 6.6445 6.454 5.4257 2.4875 2.6592 1.8435 0.18291 0.042357 0.78516 0.44038 0.68956 0.8463 1.4611 1.3011 1.6247 3.561
14.111 9.8787 8.0351 5.3384 6.2775 5.224 5.5896 5.5891 2.6451 1.7568 0.91572 0.56926 0.23439 0.44421 0.013945 0.63471 0.43162 1.496 1.7119 3.4404
11.296 9.6566 7.7356 11.02 4.5768 7.2037 7.3885 5.2052 2.7217 1.3624 0.33393 0.69415 0.65321 0.59193 0.41246 0.49522 0.71503 1.0985 1.6975 2.1805
12.594 9.9103 10.769 4.5977 5.6607 6.281 5.7616 2.4491 3.4721 2.0608 0.68552 0.25336 0.91441 0.54346 0.56949 0.75008 0.23777 1.2186 1.1072 3.1487
8.8675 8.8675 10.937 5.9463 6.7191 6.5623 5.4118 3.4439 2.384 1.9104 0.50746 0.68438 0.18877 0.46541 0.71091 0.34071 0.15942 1.4753 1.0008 2.479
8.8675 8.8675 10.951 6.1613 6.3923 6.7709 2.9707 3.0016 3.164 0.92741 0.1631 0.66005 0.26561 0.33311 0.69232 0.48345 0.63888 1.3737 1.6797 1.4661
8.8675 10.951 7.3548 7.3548 5.1731 4.9708 5.2845 6.2087 3.1052 1.3327 0.80084 0.39921 0.47913 0.18351 0.58788 0.74344 0.85021 1.9328 1.8556 2.0022
10.951 7.3548 7.3548 7.3548 4.2779 4.8438 5.5892 5.0886 3.2245 1.6683 0.68472 0.40313 0.51307 0.53072 0.25027 0.63302 0.6843 1.4369 1.6174 1.6174
7.3548 7.3548 5.8926 5.8926 5.8926 6.2475 7.1632 3.0387 2.2536 1.6464 0.31075 -0.20274 0.54896 1.0779 0.064944 0.4217 0.31244 1.7811 1.4466 1.4466
5.8926 5.8926 5.8926 5.8926 5.8926 6.5855 4.7402 1.7855 2.9122 1.6155 0.70832 0.41666 0.561 0.47438 0.37151 0.32872 0.49578 1.4285 1.4285 1.4466
5.8926 5.8926 5.8926 5.1503 5.1503 5.1503 5.896 2.345 2.7254 1.4189 0.122 0.46661 0.49436 0.16616 0.67492 0.6819 -0.0016633 -0.0016633 1.4285 1.4285
5.8926 6.9138 6.9138 6.9138 6.9138 6.9138 4.5808 2.5275 2.6038 1.4444 0.53652 0.22531 0.58956 0.60786 0.50599 0.50599 -0.0016633 -0.0016633 -0.0016633 1.4285
